frame_idx,t_global_s,linear_velocity,reward_state,slot_1
260,4.33333333333333,30,0,2|3.333|50.000|1
261,4.35,30,0,2|3.200|49.500|1
262,4.36666666666667,30,0,2|3.200|49.000|1
263,4.38333333333333,30,0,2|3.200|48.500|1
264,4.4,30,0,2|3.067|48.000|1
265,4.41666666666667,30,0,2|3.067|47.500|1
266,4.43333333333333,30,0,2|3.067|47.000|1
267,4.45,30,0,2|3.067|46.500|1
268,4.46666666666667,30,0,2|3.067|46.000|1
269,4.48333333333333,30,0,2|3.067|45.500|1
270,4.5,30,0,2|3.067|45.000|1
271,4.51666666666667,30,0,2|3.067|44.500|1
272,4.53333333333333,30,0,2|3.067|44.000|1
273,4.55,30,0,2|3.067|43.500|1
274,4.56666666666667,30,0,2|2.933|43.000|1
275,4.58333333333333,30,0,2|2.933|42.500|1
276,4.6,30,0,2|2.933|42.000|1
277,4.61666666666667,30,0,2|2.933|41.500|1
278,4.63333333333333,30,0,2|2.933|41.000|1
279,4.65,30,0,2|2.933|40.500|1
280,4.66666666666667,30,0,2|2.933|40.000|1
281,4.68333333333333,30,0,2|2.933|39.500|1
282,4.7,30,0,2|2.800|39.000|1
283,4.71666666666667,30,0,2|2.800|38.500|1
284,4.73333333333333,30,0,2|2.667|38.000|1
285,4.75,30,0,2|2.667|37.500|1
286,4.76666666666667,30,0,2|2.667|37.000|1
287,4.78333333333333,30,0,2|2.667|36.500|1
288,4.8,30,0,2|2.667|36.000|1
289,4.81666666666667,30,0,2|2.533|35.500|1
290,4.83333333333333,30,0,2|2.533|35.000|1
291,4.85,30,0,2|2.400|34.500|1
292,4.86666666666667,30,0,2|2.400|34.000|1
293,4.88333333333333,30,0,2|2.400|33.500|1
294,4.9,30,0,2|2.400|33.000|1
295,4.91666666666667,30,0,2|2.400|32.500|1
296,4.93333333333333,30,0,2|2.267|32.000|1
297,4.95,30,0,2|2.133|31.500|1
298,4.96666666666667,30,0,2|2.000|31.000|1
299,4.98333333333333,30,0,2|2.000|30.500|1
300,5,30,0,2|2.000|30.000|1
301,5.01666666666667,30,0,2|1.867|29.500|1
302,5.03333333333333,30,0,2|1.867|29.000|1
303,5.05,30,0,2|1.867|28.500|1
304,5.06666666666667,30,0,2|1.733|28.000|1
305,5.08333333333333,30,0,2|1.733|27.500|1
306,5.1,30,0,2|1.600|27.000|1
307,5.11666666666667,30,0,2|1.600|26.500|1
308,5.13333333333333,30,0,2|1.600|26.000|1
309,5.15,30,0,2|1.600|25.500|1
310,5.16666666666667,30,0,2|1.467|25.000|1
311,5.18333333333333,30,0,2|1.467|24.500|1
312,5.2,30,0,2|1.467|24.000|1
313,5.21666666666667,30,0,2|1.467|23.500|1
314,5.23333333333333,30,0,2|1.467|23.000|1
315,5.25,30,0,2|1.467|22.500|1
316,5.26666666666667,30,0,2|1.467|22.000|1
317,5.28333333333333,30,0,2|1.467|21.500|1
318,5.3,30,0,2|1.467|21.000|1
319,5.31666666666667,30,0,2|1.467|20.500|1
320,5.33333333333333,30,0,2|1.467|20.000|1
321,5.35,30,0,2|1.467|19.500|1
322,5.36666666666667,30,0,2|1.467|19.000|1
323,5.38333333333333,30,0,2|1.467|18.500|1
324,5.4,30,0,2|1.467|18.000|1
325,5.41666666666667,30,0,2|1.333|17.500|1
326,5.43333333333333,30,0,2|1.333|17.000|1
327,5.45,30,0,2|1.333|16.500|1
328,5.46666666666667,30,0,2|1.200|16.000|1
329,5.48333333333333,30,0,2|1.200|15.500|1
330,5.5,30,0,2|1.200|15.000|1
331,5.51666666666667,30,0,2|1.200|14.500|1
332,5.53333333333333,30,0,2|1.200|14.000|1
333,5.55,30,0,2|1.067|13.500|1
334,5.56666666666667,30,0,2|0.933|13.000|1
335,5.58333333333333,30,0,2|0.933|12.500|1
336,5.6,30,0,2|0.800|12.000|1
337,5.61666666666667,30,0,2|0.800|11.500|1
338,5.63333333333333,30,0,2|0.800|11.000|1
339,5.65,30,0,2|0.800|10.500|1
340,5.66666666666667,30,0,2|0.667|10.000|1
341,5.68333333333333,30,0,2|0.667|9.500|1
342,5.7,30,0,2|0.667|9.000|1
343,5.71666666666667,30,0,2|0.667|8.500|1
344,5.73333333333333,30,0,2|0.667|8.000|1
345,5.75,30,0,2|0.667|7.500|1
346,5.76666666666667,30,0,2|0.667|7.000|1
347,5.78333333333333,30,0,2|0.533|6.500|1
348,5.8,30,0,2|0.533|6.000|1
349,5.81666666666667,30,0,2|0.533|5.500|1
350,5.83333333333333,30,0,2|0.533|5.000|1
351,5.85,30,0,2|0.533|4.500|1
352,5.86666666666667,30,0,2|0.400|4.000|1
353,5.88333333333333,30,0,2|0.267|3.500|1
354,5.9,30,0,2|0.267|3.000|1
355,5.91666666666667,30,0,2|0.133|2.500|1
356,5.93333333333333,30,0,2|0.133|2.000|1
357,5.95,30,0,2|0.133|1.500|1
358,5.96666666666667,30,0,2|0.133|1.000|1
359,5.98333333333333,30,0,2|0.133|0.500|1
360,6,30,1,2|-0.000|0.000|1
361,6.01666666666667,30,0,3|-14.917|89.500|1
362,6.03333333333333,30,0,3|-14.833|89.000|1
363,6.05,30,0,3|-14.750|88.500|1
364,6.06666666666667,30,0,3|-14.667|88.000|1
365,6.08333333333333,30,0,3|-14.583|87.500|1
366,6.1,30,0,3|-14.500|87.000|1
367,6.11666666666667,30,0,3|-14.417|86.500|1
368,6.13333333333333,30,0,3|-14.333|86.000|1
369,6.15,30,0,3|-14.250|85.500|1
370,6.16666666666667,30,0,3|-14.167|85.000|1
371,6.18333333333333,30,0,3|-14.083|84.500|1
372,6.2,30,0,3|-14.000|84.000|1
373,6.21666666666667,30,0,3|-13.917|83.500|1
374,6.23333333333333,30,0,3|-13.833|83.000|1
375,6.25,30,0,3|-13.750|82.500|1
376,6.26666666666667,30,0,3|-13.667|82.000|1
377,6.28333333333333,30,0,3|-13.583|81.500|1
378,6.3,30,0,3|-13.500|81.000|1
379,6.31666666666667,30,0,3|-13.417|80.500|1
380,6.33333333333333,30,0,3|-13.333|80.000|1
381,6.35,30,0,3|-13.250|79.500|1
382,6.36666666666667,30,0,3|-13.167|79.000|1
383,6.38333333333333,30,0,3|-13.083|78.500|1
384,6.4,30,0,3|-13.000|78.000|1
385,6.41666666666667,30,0,3|-12.917|77.500|1
386,6.43333333333333,30,0,3|-12.833|77.000|1
387,6.45,30,0,3|-12.750|76.500|1
388,6.46666666666667,30,0,3|-12.667|76.000|1
389,6.48333333333333,30,0,3|-12.583|75.500|1
390,6.5,30,0,3|-12.500|75.000|1
391,6.51666666666667,30,0,3|-12.417|74.500|1
392,6.53333333333333,30,0,3|-12.333|74.000|1
393,6.55,30,0,3|-12.250|73.500|1
394,6.56666666666667,30,0,3|-12.167|73.000|1
395,6.58333333333333,30,0,3|-12.083|72.500|1
396,6.6,30,0,3|-12.000|72.000|1
397,6.61666666666667,30,0,3|-11.917|71.500|1
398,6.63333333333333,30,0,3|-11.833|71.000|1
399,6.65,30,0,3|-11.750|70.500|1
400,6.66666666666667,30,0,3|-11.667|70.000|1
401,6.68333333333333,30,0,3|-11.583|69.500|1
402,6.7,30,0,3|-11.500|69.000|1
403,6.71666666666667,30,0,3|-11.417|68.500|1
404,6.73333333333333,30,0,3|-11.333|68.000|1
405,6.75,30,0,3|-11.250|67.500|1
406,6.76666666666667,30,0,3|-11.167|67.000|1
407,6.78333333333333,30,0,3|-11.083|66.500|1
408,6.8,30,0,3|-11.000|66.000|1
409,6.81666666666667,30,0,3|-10.917|65.500|1
410,6.83333333333333,30,0,3|-10.833|65.000|1
411,6.85,30,0,3|-10.750|64.500|1
412,6.86666666666667,30,0,3|-10.667|64.000|1
413,6.88333333333333,30,0,3|-10.583|63.500|1
414,6.9,30,0,3|-10.500|63.000|1
415,6.91666666666667,30,0,3|-10.417|62.500|1
416,6.93333333333333,30,0,3|-10.333|62.000|1
417,6.95,30,0,3|-10.250|61.500|1
418,6.96666666666667,30,0,3|-10.167|61.000|1
419,6.98333333333333,30,0,3|-10.083|60.500|1
420,7,30,0,3|-10.000|60.000|1
421,7.01666666666667,30,0,3|-9.917|59.500|1
422,7.03333333333333,30,0,3|-9.833|59.000|1
423,7.05,30,0,3|-9.750|58.500|1
424,7.06666666666667,30,0,3|-9.667|58.000|1
425,7.08333333333333,30,0,3|-9.583|57.500|1
426,7.1,30,0,3|-9.500|57.000|1
427,7.11666666666667,30,0,3|-9.417|56.500|1
428,7.13333333333333,30,0,3|-9.333|56.000|1
429,7.15,30,0,3|-9.250|55.500|1
430,7.16666666666667,30,0,3|-9.167|55.000|1
431,7.18333333333333,30,0,3|-9.083|54.500|1
432,7.2,30,0,3|-9.000|54.000|1
433,7.21666666666667,30,0,3|-8.917|53.500|1
434,7.23333333333333,30,0,3|-8.833|53.000|1
435,7.25,30,0,3|-8.750|52.500|1
436,7.26666666666667,30,0,3|-8.667|52.000|1
437,7.28333333333333,30,0,3|-8.583|51.500|1
438,7.3,30,0,3|-8.500|51.000|1
439,7.31666666666667,30,0,3|-8.417|50.500|1
440,7.33333333333333,30,0,3|-8.333|50.000|1
441,7.35,30,0,3|-8.250|49.500|1
442,7.36666666666667,30,0,3|-8.167|49.000|1
443,7.38333333333333,30,0,3|-8.083|48.500|1
444,7.4,30,0,3|-8.000|48.000|1
445,7.41666666666667,30,0,3|-7.917|47.500|1
446,7.43333333333333,30,0,3|-7.833|47.000|1
447,7.45,30,0,3|-7.750|46.500|1
448,7.46666666666667,30,0,3|-7.667|46.000|1
449,7.48333333333333,30,0,3|-7.583|45.500|1
450,7.5,30,0,3|-7.500|45.000|1
451,7.51666666666667,30,0,3|-7.417|44.500|1
452,7.53333333333333,30,0,3|-7.333|44.000|1
453,7.55,30,0,3|-7.250|43.500|1
454,7.56666666666667,30,0,3|-7.167|43.000|1
455,7.58333333333333,30,0,3|-7.083|42.500|1
456,7.6,30,0,3|-7.000|42.000|1
457,7.61666666666667,30,0,3|-6.917|41.500|1
458,7.63333333333333,30,0,3|-6.833|41.000|1
459,7.65,30,0,3|-6.750|40.500|1
460,7.66666666666667,30,0,3|-6.667|40.000|1
461,7.68333333333333,30,0,3|-6.583|39.500|1
462,7.7,30,0,3|-6.500|39.000|1
463,7.71666666666667,30,0,3|-6.417|38.500|1
464,7.73333333333333,30,0,3|-6.333|38.000|1
465,7.75,30,0,3|-6.250|37.500|1
466,7.76666666666667,30,0,3|-6.167|37.000|1
467,7.78333333333333,30,0,3|-6.083|36.500|1
468,7.8,30,0,3|-6.000|36.000|1
469,7.81666666666667,30,0,3|-5.917|35.500|1
470,7.83333333333333,30,0,3|-5.833|35.000|1
471,7.85,30,0,3|-5.750|34.500|1
472,7.86666666666667,30,0,3|-5.667|34.000|1
473,7.88333333333333,30,0,3|-5.583|33.500|1
474,7.9,30,0,3|-5.500|33.000|1
475,7.91666666666667,30,0,3|-5.417|32.500|1
476,7.93333333333333,30,0,3|-5.333|32.000|1
477,7.95,30,0,3|-5.250|31.500|1
478,7.96666666666667,30,0,3|-5.167|31.000|1
479,7.98333333333333,30,0,3|-5.083|30.500|1
480,8,30,0,3|-5.000|30.000|1
481,8.01666666666667,30,0,3|-4.917|29.500|1
482,8.03333333333333,30,0,3|-4.833|29.000|1
483,8.05,30,0,3|-4.750|28.500|1
484,8.06666666666667,30,0,3|-4.667|28.000|1
485,8.08333333333333,30,0,3|-4.583|27.500|1
486,8.1,30,0,3|-4.500|27.000|1
487,8.11666666666667,30,0,3|-4.417|26.500|1
488,8.13333333333333,30,0,3|-4.333|26.000|1
489,8.15,30,0,3|-4.250|25.500|1
490,8.16666666666667,30,0,3|-4.167|25.000|1
491,8.18333333333333,30,0,3|-4.083|24.500|1
492,8.2,30,0,3|-4.000|24.000|1
493,8.21666666666667,30,0,3|-3.917|23.500|1
494,8.23333333333333,30,0,3|-3.833|23.000|1
495,8.25,30,0,3|-3.750|22.500|1
496,8.26666666666667,30,0,3|-3.667|22.000|1
497,8.28333333333333,30,0,3|-3.583|21.500|1
498,8.3,30,0,3|-3.500|21.000|1
499,8.31666666666667,30,0,3|-3.417|20.500|1
500,8.33333333333333,30,0,3|-3.333|20.000|1
501,8.35,30,0,3|-3.250|19.500|1
502,8.36666666666667,30,0,3|-3.167|19.000|1
503,8.38333333333333,30,0,3|-3.083|18.500|1
504,8.4,30,0,3|-3.000|18.000|1
505,8.41666666666667,30,0,3|-2.917|17.500|1
506,8.43333333333333,30,0,3|-2.833|17.000|1
507,8.45,30,0,3|-2.750|16.500|1
508,8.46666666666667,30,0,3|-2.667|16.000|1
509,8.48333333333333,30,0,3|-2.583|15.500|1
510,8.5,30,0,3|-2.500|15.000|1
511,8.51666666666667,30,0,3|-2.417|14.500|1
512,8.53333333333333,30,0,3|-2.333|14.000|1
513,8.55,30,0,3|-2.250|13.500|1
514,8.56666666666667,30,0,3|-2.167|13.000|1
515,8.58333333333333,30,0,3|-2.083|12.500|1
516,8.6,30,0,3|-2.000|12.000|1
517,8.61666666666667,30,0,3|-1.917|11.500|1
518,8.63333333333333,30,0,3|-1.833|11.000|1
519,8.65,30,0,3|-1.750|10.500|1
520,8.66666666666667,30,0,3|-1.667|10.000|1
521,8.68333333333333,30,0,3|-1.583|9.500|1
522,8.7,30,0,3|-1.500|9.000|1
523,8.71666666666667,30,0,3|-1.417|8.500|1
524,8.73333333333333,30,0,3|-1.333|8.000|1
525,8.75,30,0,3|-1.250|7.500|1
526,8.76666666666667,30,0,3|-1.167|7.000|1
527,8.78333333333333,30,0,3|-1.083|6.500|1
528,8.8,30,0,3|-1.000|6.000|1
529,8.81666666666667,30,0,3|-0.917|5.500|1
530,8.83333333333333,30,0,3|-0.833|5.000|1
531,8.85,30,0,3|-0.750|4.500|1
532,8.86666666666667,30,0,3|-0.667|4.000|1
533,8.88333333333333,30,0,3|-0.583|3.500|1
534,8.9,30,0,3|-0.500|3.000|1
535,8.91666666666667,30,0,3|-0.417|2.500|1
536,8.93333333333333,30,0,3|-0.333|2.000|1
537,8.95,30,0,3|-0.250|1.500|1
538,8.96666666666667,30,0,3|-0.167|1.000|1
539,8.98333333333333,30,0,3|-0.083|0.500|1
540,9,30,1,3|0.000|0.000|1
541,9.01666666666667,30,0,4|15.000|89.500|1
542,9.03333333333333,30,0,4|15.000|89.000|1
543,9.05,30,0,4|15.000|88.500|1
544,9.06666666666667,30,0,4|15.000|88.000|1
545,9.08333333333333,30,0,4|15.000|87.500|1
546,9.1,30,0,4|15.000|87.000|1
547,9.11666666666667,30,0,4|15.000|86.500|1
548,9.13333333333333,30,0,4|15.000|86.000|1
549,9.15,30,0,4|15.000|85.500|1
550,9.16666666666667,30,0,4|15.000|85.000|1
551,9.18333333333333,30,0,4|15.000|84.500|1
